# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,
# Sun Sep  2 18:32:36 2018,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_hostname:   Host Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_letter:     Planet Letter,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_name:       Planet Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_discmethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_disc:       Year of Discovery,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_orbper:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmassj:     Planet Mass or M*sin(i) [Jupiter mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rade:       Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_radj:       Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rads:       Planet Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_dens:       Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eqt:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_snum:       Number of Stars in System,,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_dist:       Distance [pc],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_mass:       Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_rad:        Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_age:        Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,
# COLUMN rmk_cust:        Mock Purchased,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_disc,fpl_orbper,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fpl_snum,fst_dist,fst_lum,fst_mass,fst_rad,fst_age,rmk_cust
3095,Kepler-718,b,Kepler-718 b,Transit,2016,2.0523499,,41600,131,16.56,1.477,0.152,50.3,,1,1520,0.35,1.18,1.3,2.57,
3096,Kepler-719,b,Kepler-719 b,Transit,2016,5.00731778,,54.5,0.172,8.52,0.76,0.078,0.484,,1,1427,-0.015,0.99,0.98,3.98,
3097,Kepler-720,b,Kepler-720 b,Transit,2016,4.70832654,,53.4,0.168,8.41,0.75,0.077,0.493,,1,880,-0.119,0.95,0.92,3.63,
3098,Kepler-721,b,Kepler-721 b,Transit,2016,5.39202539,,7.46,0.0235,2.64,0.236,0.024,2.23,,1,848,-0.439,0.82,0.78,4.9,
3099,Kepler-722,b,Kepler-722 b,Transit,2016,4.09357325,,7.41,0.0233,2.63,0.235,0.024,2.24,,1,1375,0.07,1.03,1.05,4.37,
3100,Kepler-722,c,Kepler-722 c,Transit,2016,105.144749,,8.35,0.0263,2.82,0.252,0.026,2.05,,1,1375,0.07,1.03,1.05,4.37,
3101,Kepler-723,b,Kepler-723 b,Transit,2016,4.08227507,,,,12.19,1.088,0.112,,,1,965,-0.172,0.92,0.89,4.57,
3102,Kepler-724,b,Kepler-724 b,Transit,2016,3.31494634,,10.8,0.0341,3.29,0.294,0.03,1.67,,1,862,-0.234,0.9,0.86,4.37,
3103,Kepler-725,b,Kepler-725 b,Transit,2016,39.64317811,,79.4,0.25,10.63,0.948,0.097,0.363,,1,778,-0.279,0.88,0.84,4.37,
3104,Kepler-726,b,Kepler-726 b,Transit,2016,21.80451088,,10.7,0.0336,3.26,0.291,0.03,1.7,,1,838,-0.24,0.88,0.85,4.47,
3105,Kepler-727,b,Kepler-727 b,Transit,2016,5.15448442,,6.94,0.0218,2.53,0.226,0.023,2.35,,1,892,-0.233,0.89,0.86,4.79,
3106,Kepler-728,b,Kepler-728 b,Transit,2016,5.74347727,,11.1,0.035,3.34,0.298,0.031,1.64,,1,1236,-0.097,0.95,0.93,4.07,
3107,Kepler-729,b,Kepler-729 b,Transit,2016,3.16635371,,12.5,0.0394,3.58,0.319,0.033,1.5,,1,1271,-0.124,0.94,0.91,4.27,
3108,Kepler-730,b,Kepler-730 b,Transit,2016,6.49168426,,62.3,0.196,9.21,0.822,0.084,0.438,,1,1455,-0.005,1,1.01,4.68,
3109,Kepler-731,b,Kepler-731 b,Transit,2016,3.85560355,,,,13.88,1.238,0.127,,,1,1311,0.074,1.03,1.06,3.8,
3110,Kepler-732,b,Kepler-732 b,Transit,2016,9.46781405,,5.39,0.017,2.18,0.194,0.02,2.86,,1,150,-1.48,0.49,0.46,4.47,
3111,Kepler-732,c,Kepler-732 c,Transit,2016,0.89304124,,2.15,0.00678,1.27,0.113,0.012,5.77,,1,150,-1.48,0.49,0.46,4.47,
3112,Kepler-733,b,Kepler-733 b,Transit,2016,20.83424726,,8.35,0.0263,2.82,0.252,0.026,2.05,,1,980,-0.24,0.9,0.86,4.27,
3113,Kepler-734,b,Kepler-734 b,Transit,2016,6.10485286,,12.4,0.039,3.56,0.318,0.033,1.51,,1,553,-0.355,0.85,0.78,2.34,
3114,Kepler-735,b,Kepler-735 b,Transit,2016,11.51516988,,9.01,0.0283,2.95,0.263,0.027,1.93,,1,790,-0.406,0.85,0.8,4.37,
3115,Kepler-736,b,Kepler-736 b,Transit,2016,3.60147201,,8.91,0.028,2.93,0.261,0.027,1.95,,1,1007,-0.358,0.86,0.81,4.27,
3116,Kepler-737,b,Kepler-737 b,Transit,2016,28.59915399,,4.5,0.0142,1.96,0.175,0.018,3.28,,1,195,-1.36,0.51,0.48,3.89,
3117,Kepler-738,b,Kepler-738 b,Transit,2016,24.58721573,,6.8,0.0214,2.5,0.223,0.023,2.39,,1,992,-0.311,0.86,0.82,4.57,
3118,Kepler-739,b,Kepler-739 b,Transit,2016,12.53248465,,11,0.0346,3.32,0.296,0.03,1.65,,1,1128,-0.143,0.93,0.9,4.27,
3119,Kepler-74,b,Kepler-74 b,Transit,2013,7.340711,0,200.22,0.63,10.76,0.96,0.099,0.88,1078,1,1330,0.166,1.18,1.12,0.8,
3120,Kepler-740,b,Kepler-740 b,Transit,2016,3.58410122,,18.9,0.0596,4.57,0.408,0.042,1.09,,1,1262,-0.224,0.91,0.87,4.79,
3121,Kepler-741,b,Kepler-741 b,Transit,2016,7.03902374,,9.11,0.0287,2.97,0.265,0.027,1.91,,1,1530,0.292,1.16,1.24,3.16,
3122,Kepler-742,b,Kepler-742 b,Transit,2016,8.36086824,,10.6,0.0332,3.24,0.289,0.03,1.71,,1,499,-0.675,0.76,0.71,2.57,
3123,Kepler-743,b,Kepler-743 b,Transit,2016,3.17926292,,1.92,0.00606,1.21,0.108,0.011,5.96,,1,258,-0.229,0.94,0.85,1.86,
3124,Kepler-744,b,Kepler-744 b,Transit,2016,12.06222443,,3.26,0.0102,1.62,0.145,0.015,4.21,,1,486,-0.117,0.94,0.93,5.13,
3125,Kepler-745,b,Kepler-745 b,Transit,2016,9.93143556,,5.31,0.0167,2.16,0.193,0.02,2.9,,1,1199,0.058,1.04,1.04,4.07,
3126,Kepler-746,b,Kepler-746 b,Transit,2016,3.48159251,,1.41,0.00444,1.11,0.099,0.01,5.67,,1,450,-0.172,0.91,0.93,8.71,
3127,Kepler-747,b,Kepler-747 b,Transit,2016,35.61760587,,24.1,0.0759,5.27,0.47,0.048,0.905,,1,855,-0.432,0.82,0.78,4.79,
3128,Kepler-748,b,Kepler-748 b,Transit,2016,7.40742793,,6.9,0.0217,2.52,0.225,0.023,2.37,,1,1271,0.131,1.07,1.1,3.72,
3129,Kepler-749,b,Kepler-749 b,Transit,2016,17.31716585,,9.8,0.0308,3.1,0.277,0.028,1.81,,1,753,-0.496,0.79,0.75,4.57,
3130,Kepler-75,b,Kepler-75 b,Transit,2013,8.8849116,0.57,3209.9,10.1,11.77,1.05,0.108,11,767,1,1140,-0.282,0.91,0.89,6.2,
3131,Kepler-750,b,Kepler-750 b,Transit,2016,9.42887179,,9.64,0.0303,3.07,0.274,0.028,1.83,,1,1181,0.293,1.15,1.23,3.09,
3132,Kepler-750,c,Kepler-750 c,Transit,2016,4.08899022,,3.26,0.0102,1.62,0.145,0.015,4.21,,1,1181,0.293,1.15,1.23,3.09,
3133,Kepler-751,b,Kepler-751 b,Transit,2016,17.44490636,,6.62,0.0208,2.46,0.219,0.023,2.44,,1,748,-0.271,0.87,0.84,4.47,
3134,Kepler-752,b,Kepler-752 b,Transit,2016,18.82747265,,8.3,0.0261,2.81,0.251,0.026,2.06,,1,1075,-0.286,0.87,0.83,4.07,
3135,Kepler-753,b,Kepler-753 b,Transit,2016,5.74772501,,4.31,0.0136,1.91,0.17,0.018,3.4,,1,278,-0.867,0.68,0.65,3.63,
3136,Kepler-754,b,Kepler-754 b,Transit,2016,14.5596237,,4.7,0.0148,2.01,0.179,0.018,3.18,,1,1192,0.116,1.06,1.08,3.8,
3137,Kepler-755,b,Kepler-755 b,Transit,2016,1.26909037,,3.75,0.0118,1.76,0.157,0.016,3.78,,1,368,-0.461,0.82,0.77,4.9,
3138,Kepler-755,c,Kepler-755 c,Transit,2016,2.85313364,,2.13,0.00669,1.26,0.112,0.012,5.85,,1,368,-0.461,0.82,0.77,4.9,
3139,Kepler-756,b,Kepler-756 b,Transit,2016,1.22486632,,1.46,0.00459,1.12,0.1,0.01,5.71,,1,852,-0.358,0.82,0.79,4.47,
3140,Kepler-757,b,Kepler-757 b,Transit,2016,1.02267882,,2.42,0.00761,1.36,0.121,0.012,5.29,,1,1016,0.178,1.08,1.13,3.31,
3141,Kepler-758,b,Kepler-758 b,Transit,2016,12.1097104,,6.71,0.0211,2.48,0.221,0.023,2.42,,1,1353,0.437,1.16,1.42,3.8,
3142,Kepler-758,c,Kepler-758 c,Transit,2016,4.75793986,,3.5,0.011,1.69,0.151,0.015,3.98,,1,1353,0.437,1.16,1.42,3.8,
3143,Kepler-758,d,Kepler-758 d,Transit,2016,20.4966197,,5.14,0.0162,2.12,0.189,0.019,2.96,,1,1353,0.437,1.16,1.42,3.8,
3144,Kepler-758,e,Kepler-758 e,Transit,2016,8.1934719,,2.96,0.0093,1.53,0.136,0.014,4.54,,1,1353,0.437,1.16,1.42,3.8,
3145,Kepler-759,b,Kepler-759 b,Transit,2016,41.805985,,5.77,0.0182,2.27,0.203,0.021,2.71,,1,892,0.061,1.04,1.04,3.89,
3146,Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,2013,1.5449298,0,638.8383,2.01,15.244,1.36,0.14,1.1,2140,1,844,0.424,1.2,1.32,2.63,
3147,Kepler-760,b,Kepler-760 b,Transit,2016,8.70419416,,9.59,0.0302,3.06,0.273,0.028,1.84,,1,782,-0.282,0.89,0.85,4.57,
3148,Kepler-760,c,Kepler-760 c,Transit,2016,2.46697439,,2.79,0.00879,1.48,0.132,0.014,4.73,,1,782,-0.282,0.89,0.85,4.57,
3149,Kepler-761,b,Kepler-761 b,Transit,2016,10.12804789,,4.78,0.015,2.03,0.181,0.019,3.14,,1,867,-0.082,0.95,0.93,4.07,
3150,Kepler-762,b,Kepler-762 b,Transit,2016,3.7705521,,,,12.68,1.131,0.116,,,1,1465,0.118,1.06,1.08,3.8,
3151,Kepler-763,b,Kepler-763 b,Transit,2016,1.19655156,,1.98,0.00624,1.22,0.109,0.011,5.99,,1,902,-0.386,0.84,0.8,4.79,
3152,Kepler-764,b,Kepler-764 b,Transit,2016,7.33683936,,3.33,0.0105,1.64,0.146,0.015,4.15,,1,1013,-0.167,0.92,0.89,4.17,
3153,Kepler-765,b,Kepler-765 b,Transit,2016,27.6655226,,6.48,0.0204,2.43,0.217,0.022,2.48,,1,1000,0.09,1.05,1.06,3.72,
3154,Kepler-766,b,Kepler-766 b,Transit,2016,6.10027804,,11.4,0.0359,3.39,0.302,0.031,1.61,,1,1614,0.187,1.1,1.15,3.63,
3155,Kepler-767,b,Kepler-767 b,Transit,2016,161.5280101,,35.7,0.112,6.64,0.592,0.061,0.67,,1,1185,-0.077,0.96,0.94,4.07,
3156,Kepler-768,b,Kepler-768 b,Transit,2016,11.3910025,,3.86,0.0121,1.79,0.16,0.016,3.7,,1,795,-0.428,0.82,0.78,4.57,
3157,Kepler-769,b,Kepler-769 b,Transit,2016,7.42608998,,8.85,0.0279,2.92,0.261,0.027,1.95,,1,1362,0.335,1.19,1.28,2.88,
3158,Kepler-769,c,Kepler-769 c,Transit,2016,15.9870174,,3.86,0.0121,1.79,0.16,0.016,3.7,,1,1362,0.335,1.19,1.28,2.88,
3159,Kepler-77,b,Kepler-77 b,Transit,2013,3.57878087,0,136.661,0.43,10.761,0.96,0.099,0.603,1440,1,570,-0.046,0.95,0.99,7.5,
3160,Kepler-770,b,Kepler-770 b,Transit,2016,18.92540274,,5.9,0.0186,2.3,0.205,0.021,2.66,,1,761,-0.125,0.94,0.92,4.57,
3161,Kepler-770,c,Kepler-770 c,Transit,2016,1.47532231,,1.87,0.00588,1.2,0.107,0.011,5.95,,1,761,-0.125,0.94,0.92,4.57,
3162,Kepler-770,d,Kepler-770 d,Transit,2016,4.15244722,,2.54,0.008,1.4,0.125,0.013,5.09,,1,761,-0.125,0.94,0.92,4.57,
3163,Kepler-771,b,Kepler-771 b,Transit,2016,8.73485836,,3.97,0.0125,1.82,0.162,0.017,3.62,,1,1000,0.083,1.03,1.05,3.72,
3164,Kepler-772,b,Kepler-772 b,Transit,2016,12.99207337,,3.97,0.0125,1.82,0.162,0.017,3.62,,1,689,0.074,0.98,1.11,8.13,
3165,Kepler-773,b,Kepler-773 b,Transit,2016,3.74910006,,2.63,0.00829,1.43,0.128,0.013,4.94,,1,528,0.033,1.04,1.01,2.82,
3166,Kepler-774,b,Kepler-774 b,Transit,2016,11.0895723,,10.2,0.032,3.17,0.283,0.029,1.76,,1,1190,0.948,1.57,2.42,2.14,
3167,Kepler-775,b,Kepler-775 b,Transit,2016,0.97486893,,1.81,0.0057,1.19,0.106,0.011,5.9,,1,400,-0.245,0.92,0.84,1.86,
3168,Kepler-776,b,Kepler-776 b,Transit,2016,4.89718784,,2.18,0.00687,1.28,0.114,0.012,5.71,,1,727,-0.44,0.83,0.78,4.37,
3169,Kepler-777,b,Kepler-777 b,Transit,2016,5.72812599,,2.76,0.00869,1.47,0.131,0.013,4.77,,1,383,-1.12,0.58,0.56,3.16,
3170,Kepler-778,b,Kepler-778 b,Transit,2016,3.75574426,,3.46,0.0109,1.68,0.15,0.015,4.01,,1,899,-0.441,0.81,0.77,5.25,
3171,Kepler-779,b,Kepler-779 b,Transit,2016,7.09714223,,0.721,0.00227,0.92,0.082,0.008,5.09,,1,224,-1.44,0.46,0.44,3.89,
3172,Kepler-78,b,Kepler-78 b,Transit,2013,0.35501,0,3.1783,0.01,1.121,0.1,0.01,6,2250,1,,-0.468,0.84,0.75,0.625,
3173,Kepler-780,b,Kepler-780 b,Transit,2016,0.67737516,,0.64,0.00201,0.89,0.079,0.008,4.99,,1,520,0.017,1.01,1.02,4.9,
3174,Kepler-781,b,Kepler-781 b,Transit,2016,13.2140732,,8.7,0.0274,2.89,0.258,0.026,1.98,,1,1036,-0.409,0.81,0.78,4.9,
3175,Kepler-782,b,Kepler-782 b,Transit,2016,158.6853308,,10.4,0.0327,3.21,0.286,0.029,1.73,,1,412,0.038,0.98,1.01,5.25,
3176,Kepler-783,b,Kepler-783 b,Transit,2016,4.29264638,,0.399,0.00126,0.78,0.07,0.007,4.62,,1,544,-0.178,0.93,0.89,3.89,
3177,Kepler-784,b,Kepler-784 b,Transit,2016,31.5922646,,3.12,0.00982,1.58,0.141,0.014,4.35,,1,604,0.212,1,1.32,9.12,
3178,Kepler-785,b,Kepler-785 b,Transit,2016,1.97376093,,,,13.02,1.162,0.119,,,1,666,-0.639,0.77,0.71,2.82,
3179,Kepler-786,b,Kepler-786 b,Transit,2016,53.5293487,,6.48,0.0204,2.43,0.217,0.022,2.48,,1,512,-0.568,0.81,0.74,2.51,
3180,Kepler-787,b,Kepler-787 b,Transit,2016,0.9283105,,2.18,0.00687,1.28,0.114,0.012,5.71,,1,468,-0.947,0.65,0.62,3.39,
3181,Kepler-788,b,Kepler-788 b,Transit,2016,8.39846269,,7.04,0.0221,2.55,0.227,0.023,2.33,,1,1649,0.293,1.16,1.23,3.02,
3182,Kepler-789,b,Kepler-789 b,Transit,2016,8.63847725,,5.14,0.0162,2.12,0.189,0.019,2.96,,1,915,0.047,1.01,1.02,3.72,
3183,Kepler-79,b,Kepler-79 b,Transit,2012,13.4845,0.015,10.9,0.0343,3.47,0.31,0.032,1.43,,1,995,0.342,1.17,1.3,3.44,
3184,Kepler-79,c,Kepler-79 c,Transit,2012,27.4029,0.03,5.9,0.019,3.72,0.332,0.034,0.62,,1,995,0.342,1.17,1.3,3.44,
3185,Kepler-79,d,Kepler-79 d,Transit,2014,52.0902,0.025,6,0.019,7.16,0.639,0.066,0.09,,1,995,0.342,1.17,1.3,3.44,
3186,Kepler-79,e,Kepler-79 e,Transit,2014,81.0659,0.012,4.1,0.013,3.49,0.311,0.032,0.53,,1,995,0.342,1.17,1.3,3.44,
3187,Kepler-790,b,Kepler-790 b,Transit,2016,13.73469807,,5.39,0.017,2.18,0.194,0.02,2.86,,1,727,-0.372,0.84,0.8,4.9,
3188,Kepler-791,b,Kepler-791 b,Transit,2016,14.5539759,,9.53,0.03,3.05,0.272,0.028,1.85,,1,1447,0.51,1.3,1.47,2.24,
3189,Kepler-792,b,Kepler-792 b,Transit,2016,11.30119217,,4.5,0.0142,1.96,0.175,0.018,3.28,,1,1205,0.158,1.09,1.12,3.39,
3190,Kepler-793,b,Kepler-793 b,Transit,2016,4.24153639,,2.45,0.00771,1.37,0.122,0.013,5.24,,1,794,-0.034,0.98,0.97,4.27,
3191,Kepler-794,b,Kepler-794 b,Transit,2016,11.13125132,,5.1,0.016,2.11,0.188,0.019,2.98,,1,763,0.3,1.19,1.38,4.07,
3192,Kepler-795,b,Kepler-795 b,Transit,2016,29.6193421,,3.46,0.0109,1.68,0.15,0.015,4.01,,1,458,-0.078,0.94,0.96,6.46,
3193,Kepler-796,b,Kepler-796 b,Transit,2016,6.40087618,,2.24,0.00705,1.3,0.116,0.012,5.6,,1,377,-0.016,0.93,1.09,11.75,
3194,Kepler-797,b,Kepler-797 b,Transit,2016,27.07237711,,5.35,0.0168,2.17,0.194,0.02,2.88,,1,752,-0.072,0.96,0.95,3.89,
3195,Kepler-798,b,Kepler-798 b,Transit,2016,13.71933369,,6.3,0.0198,2.39,0.213,0.022,2.54,,1,1085,0.353,1.19,1.29,2.82,
3196,Kepler-799,b,Kepler-799 b,Transit,2016,133.4605235,,37.9,0.119,6.88,0.614,0.063,0.64,,1,1029,-0.09,0.95,0.93,3.98,
3197,Kepler-8,b,Kepler-8 b,Transit,2010,3.5224991,0,187.5197,0.59,15.872,1.416,0.145,0.27,1680,1,1330,0.605,1.21,1.49,3.47,
3198,Kepler-80,b,Kepler-80 b,Transit,2012,7.05246,,6.93,0.0218,2.67,0.238,0.024,1.38,546,1,357,-0.77,0.73,0.68,2,
3199,Kepler-80,c,Kepler-80 c,Transit,2012,9.52355,,6.74,0.02121,2.74,0.244,0.025,1.22,494,1,357,-0.77,0.73,0.68,2,
3200,Kepler-80,d,Kepler-80 d,Transit,2014,3.07222,,6.75,0.02124,1.53,0.136,0.014,7.04,720,1,357,-0.77,0.73,0.68,2,
3201,Kepler-80,e,Kepler-80 e,Transit,2014,4.64489,,4.13,0.01299,1.6,0.143,0.015,3.75,628,1,357,-0.77,0.73,0.68,2,
3202,Kepler-80,f,Kepler-80 f,Transit,2016,0.9867873,,1.92,0.00606,1.21,0.108,0.011,5.96,,1,357,-0.77,0.73,0.68,2,
3203,Kepler-80,g,Kepler-80 g,Transit,2017,14.64558,,1.51,0.00474,1.13,0.101,0.01,5.75,418,1,357,-0.77,0.73,0.68,2,
3204,Kepler-800,b,Kepler-800 b,Transit,2016,14.13176026,,8.5,0.0267,2.85,0.254,0.026,2.02,,1,1049,-0.315,0.85,0.82,4.68,
3205,Kepler-801,b,Kepler-801 b,Transit,2016,11.41928253,,4.66,0.0147,2,0.178,0.018,3.2,,1,419,-0.858,0.67,0.63,3.55,
3206,Kepler-802,b,Kepler-802 b,Transit,2016,40.0587473,,12.3,0.0386,3.54,0.316,0.032,1.52,,1,828,-0.173,0.93,0.9,4.68,
3207,Kepler-803,b,Kepler-803 b,Transit,2016,50.28638192,,13.8,0.0434,3.79,0.338,0.035,1.39,,1,615,0.143,1.05,1.12,4.9,
3208,Kepler-804,b,Kepler-804 b,Transit,2016,14.37457351,,4.42,0.0139,1.94,0.173,0.018,3.33,,1,648,0.057,1.01,1.05,5.25,
3209,Kepler-804,c,Kepler-804 c,Transit,2016,9.65185017,,1.55,0.00489,1.14,0.102,0.01,5.75,,1,648,0.057,1.01,1.05,5.25,
3210,Kepler-805,b,Kepler-805 b,Transit,2016,30.8638931,,8.7,0.0274,2.89,0.258,0.026,1.98,,1,657,0.535,1.19,1.65,4.27,
3211,Kepler-806,b,Kepler-806 b,Transit,2016,8.09219642,,1.55,0.00489,1.14,0.102,0.01,5.75,,1,260,0.129,0.99,1.16,7.76,
3212,Kepler-807,b,Kepler-807 b,Transit,2016,117.9310878,,76.8,0.242,10.42,0.93,0.095,0.373,,1,1312,0.108,1.04,1.06,3.72,
3213,Kepler-808,b,Kepler-808 b,Transit,2016,0.63133235,,2.73,0.00859,1.46,0.13,0.013,4.82,,1,321,-0.671,0.76,0.71,1.95,
3214,Kepler-809,b,Kepler-809 b,Transit,2016,55.63934,,9.32,0.0293,3.01,0.269,0.028,1.88,,1,933,-0.028,0.99,0.98,4.37,
3215,Kepler-81,b,Kepler-81 b,Transit,2012,5.955,,17.2,0.054,2.42,0.216,0.022,6.67,541,1,366,-0.889,0.69,0.59,3.63,
3216,Kepler-81,c,Kepler-81 c,Transit,2012,12.04,,4.3,0.014,2.37,0.211,0.022,1.77,428,1,366,-0.889,0.69,0.59,3.63,
3217,Kepler-81,d,Kepler-81 d,Transit,2014,20.837846,,1.92,0.00606,1.21,0.108,0.011,5.96,,1,366,-0.889,0.69,0.59,3.63,
3218,Kepler-810,b,Kepler-810 b,Transit,2016,4.59725385,,4.38,0.0138,1.93,0.172,0.018,3.35,,1,1554,0.044,1.03,1.04,4.17,
3219,Kepler-811,b,Kepler-811 b,Transit,2016,23.58447697,,7.75,0.0244,2.7,0.241,0.025,2.16,,1,847,0.18,1.01,1.24,7.94,
3220,Kepler-812,b,Kepler-812 b,Transit,2016,10.11716531,,12.3,0.0388,3.55,0.317,0.033,1.51,,1,1482,0.741,1.45,1.71,1.66,
3221,Kepler-813,b,Kepler-813 b,Transit,2016,19.12947337,,5.22,0.0164,2.14,0.191,0.02,2.93,,1,840,-0.071,0.95,0.93,3.98,
3222,Kepler-814,b,Kepler-814 b,Transit,2016,6.1469851,,5.14,0.0162,2.12,0.189,0.019,2.96,,1,1327,0.287,1.15,1.22,3.02,
3223,Kepler-815,b,Kepler-815 b,Transit,2016,8.57503552,,15.8,0.0498,4.11,0.367,0.038,1.25,,1,1199,0.829,1.25,3.42,4.9,
3224,Kepler-816,b,Kepler-816 b,Transit,2016,10.50682565,,74.5,0.234,10.24,0.914,0.094,0.381,,1,1059,-0.293,0.9,0.85,4.17,
3225,Kepler-817,b,Kepler-817 b,Transit,2016,3.99010623,,60.2,0.189,9.03,0.806,0.083,0.449,,1,1401,0.053,1.03,1.03,3.55,
3226,Kepler-818,b,Kepler-818 b,Transit,2016,10.03538581,,22.9,0.072,5.11,0.456,0.047,0.943,,1,967,-0.113,0.94,0.92,3.98,
3227,Kepler-819,b,Kepler-819 b,Transit,2016,33.1995648,,8.05,0.0253,2.76,0.246,0.025,2.1,,1,722,-0.338,0.86,0.81,4.47,
3228,Kepler-82,b,Kepler-82 b,Transit,2012,26.444,,51,0.16,4,0.357,0.037,4.38,,1,987,-0.155,0.96,0.94,4.68,
3229,Kepler-82,c,Kepler-82 c,Transit,2012,51.538,,18.4,0.058,5.35,0.477,0.049,0.66,,1,987,-0.155,0.96,0.94,4.68,
3230,Kepler-82,d,Kepler-82 d,Transit,2014,2.382961,,3.78,0.0119,1.77,0.158,0.016,3.75,,1,987,-0.155,0.96,0.94,4.68,
3231,Kepler-82,e,Kepler-82 e,Transit,2014,5.902206,,6.66,0.021,2.47,0.22,0.023,2.43,,1,987,-0.155,0.96,0.94,4.68,
3232,Kepler-820,b,Kepler-820 b,Transit,2016,127.8338098,,30.8,0.097,6.09,0.543,0.056,0.749,,1,989,0.409,1.23,1.36,2.63,
3233,Kepler-821,b,Kepler-821 b,Transit,2016,1.92279873,,2.27,0.00714,1.31,0.117,0.012,5.55,,1,619,-0.378,0.84,0.8,4.79,
3234,Kepler-822,b,Kepler-822 b,Transit,2016,3.22296927,,3.78,0.0119,1.77,0.158,0.016,3.75,,1,956,0.114,1.06,1.08,3.55,
3235,Kepler-823,b,Kepler-823 b,Transit,2016,4.16809082,,3.09,0.00972,1.57,0.14,0.014,4.39,,1,896,-0.074,0.98,0.96,4.47,
3236,Kepler-824,b,Kepler-824 b,Transit,2016,4.51436633,,4.16,0.0131,1.87,0.167,0.017,3.5,,1,1352,0.251,1.15,1.22,3.31,
3237,Kepler-825,b,Kepler-825 b,Transit,2016,3.77360059,,2.96,0.0093,1.53,0.136,0.014,4.54,,1,820,0.128,1.03,1.08,3.55,
3238,Kepler-825,c,Kepler-825 c,Transit,2016,8.1818246,,4.04,0.0127,1.84,0.164,0.017,3.56,,1,820,0.128,1.03,1.08,3.55,
3239,Kepler-826,b,Kepler-826 b,Transit,2016,4.48758907,,2.1,0.0066,1.25,0.112,0.011,5.91,,1,649,0.212,1.05,1.15,4.37,
3240,Kepler-827,b,Kepler-827 b,Transit,2016,51.92927591,,27,0.0849,5.63,0.502,0.052,0.831,,1,1352,-0.133,0.93,0.91,4.37,
3241,Kepler-828,b,Kepler-828 b,Transit,2016,0.56785714,,2.89,0.00909,1.51,0.135,0.014,4.61,,1,625,-0.462,0.81,0.77,4.57,
3242,Kepler-829,b,Kepler-829 b,Transit,2016,6.88337562,,5.1,0.016,2.11,0.188,0.019,2.98,,1,954,-0.048,0.98,0.97,4.68,
3243,Kepler-83,b,Kepler-83 b,Transit,2012,9.77,,42.1,0.132,2.83,0.252,0.026,10.2,460,1,365,-1.102,0.58,0.59,3.09,
3244,Kepler-83,c,Kepler-83 c,Transit,2012,20.09,,11.4,0.036,2.36,0.211,0.022,4.77,362,1,365,-1.102,0.58,0.59,3.09,
3245,Kepler-83,d,Kepler-83 d,Transit,2014,5.169796,,24.6,0.077,1.94,0.173,0.018,18.5,569,1,365,-1.102,0.58,0.59,3.09,
3246,Kepler-830,b,Kepler-830 b,Transit,2016,11.29695137,,3.53,0.0111,1.7,0.152,0.016,3.95,,1,1122,0.169,1.07,1.11,3.47,
3247,Kepler-831,b,Kepler-831 b,Transit,2016,5.62153941,,2.15,0.00678,1.27,0.113,0.012,5.77,,1,577,-0.038,0.99,0.97,4.17,
3248,Kepler-832,b,Kepler-832 b,Transit,2016,7.1396941,,4.9,0.0154,2.06,0.184,0.019,3.08,,1,1346,-0.145,0.92,0.9,4.37,
